month_period,lat_bin_1deg,lon_bin_1deg,gap_count,total_gap_hours,unique_vessels
2017-06,30,159,1,247.06666666666663,1
2017-06,30,168,1,47.18333333333333,1
2017-06,31,164,1,26.75,1
2017-06,33,149,1,14.0,1
2017-06,33,152,1,13.766666666666667,1
2017-06,33,164,1,12.4,1
2017-06,34,149,1,12.016666666666667,1
2017-06,34,151,1,13.0,1
2017-06,34,154,1,12.633333333333333,1
2017-06,34,155,1,18.2,1
2017-06,35,-178,1,23.966666666666665,1
2017-06,35,-176,1,374.71666666666664,1
2017-06,35,154,1,14.716666666666669,1
2017-06,35,155,1,12.083333333333334,1
2017-06,35,160,1,17.783333333333335,1
2017-06,35,168,1,120.73333333333332,1
2017-06,36,151,1,12.416666666666666,1
2017-06,37,-174,1,13.35,1
2017-06,38,-180,1,217.16666666666663,1
2017-06,38,-175,1,22.066666666666663,1
2017-06,38,-41,1,14.633333333333333,1
2017-06,39,-175,1,16.15,1
2017-06,39,-73,1,58.71666666666667,1
2017-06,39,-48,1,13.5,1
2017-06,39,-46,1,16.766666666666666,1
2017-06,39,-45,1,15.583333333333334,1
2017-06,39,-44,1,160.71666666666667,1
2017-06,39,147,1,15.466666666666669,1
2017-06,39,174,1,12.416666666666666,1
2017-06,39,179,1,442.06666666666666,1
2017-06,40,-34,1,169.31666666666666,1
2017-06,40,163,1,14.733333333333333,1
2017-06,41,-177,1,19.333333333333332,1
2017-06,41,-69,1,19.016666666666666,1
2017-06,41,-50,1,2825.983333333333,1
2017-06,41,-48,1,15.95,1
2017-06,41,-41,1,45.35,1
2017-06,41,-38,1,304.73333333333335,1
2017-06,41,-35,1,33.6,1
2017-06,41,-25,1,13.0,1
2017-06,41,150,1,524.4166666666666,1
2017-06,41,163,1,20.866666666666667,1
2017-06,42,-129,1,517.95,1
2017-06,42,-68,1,12.233333333333333,1
2017-06,42,-28,1,17.15,1
2017-06,42,-25,1,18.45,1
2017-06,42,-24,1,19.833333333333332,1
2017-06,42,152,1,34.083333333333336,1
2017-06,42,159,1,18.833333333333332,1
2017-06,43,-127,1,64.75,1
2017-06,43,-126,1,138.85,1
2017-06,43,-48,1,238.56666666666663,1
2017-06,43,-25,1,12.666666666666666,1
2017-06,43,-16,1,86.35,1
2017-06,43,-14,1,16.75,1
2017-06,43,-12,1,72.53333333333333,1
2017-06,43,158,1,12.666666666666666,1
2017-06,44,-127,1,48.31666666666667,1
2017-06,44,-126,1,42.46666666666667,1
2017-06,45,-126,1,1174.55,1
2017-06,45,-28,1,12.716666666666669,1
2017-06,45,-21,1,949.3666666666668,1
2017-06,46,-43,1,29.833333333333332,1
2017-06,46,-21,1,25.0,1
2017-06,46,146,1,13.45,1
2017-06,47,-44,1,14.7,1
2017-06,50,-54,1,14.433333333333334,1
2017-06,50,150,1,12.7,1
2017-06,51,-54,1,43.05,1
2017-06,51,145,1,16.35,1
2017-06,52,-15,1,26.1,1
2017-06,52,-14,1,13.483333333333333,1
2017-06,54,-16,1,14.916666666666666,1
2017-06,55,-170,1,1277.7666666666669,1
2017-06,55,-166,1,15.916666666666666,1
2017-06,55,147,1,14.683333333333334,1
2017-06,56,-167,1,22.733333333333334,1
2017-06,56,-166,1,141.9,1
2017-06,56,170,1,32.333333333333336,1
2017-06,57,-174,1,479.0,1
2017-06,57,-151,1,24.0,1
2017-06,57,153,1,77.88333333333334,1
2017-06,58,-172,1,95.3,1
2017-06,58,-171,1,495.35,1
2017-06,58,-170,1,146.53333333333333,1
2017-06,58,-169,1,650.0666666666667,1
2017-06,58,-150,1,14.6,1
2017-06,58,-147,1,129.38333333333333,1
2017-06,59,-179,1,17.866666666666667,1
2017-06,59,-171,1,25.933333333333337,1
2017-06,60,-179,1,91.26666666666668,1
2017-06,60,-171,1,63.9,1
2017-06,61,-178,1,62.483333333333334,1
2017-06,63,-11,1,36.416666666666664,1
2017-06,70,43,1,18.016666666666666,1
2017-06,71,43,1,28.7,1
2017-06,71,45,1,14.616666666666667,1
2017-06,72,25,1,24.5,1
2017-06,72,28,1,21.05,1
2017-06,72,31,1,13.45,1
2017-06,73,14,1,12.616666666666667,1
2017-06,73,26,1,27.6,1
2017-06,76,31,1,24.85,1
2017-06,76,37,1,17.566666666666666,1
2017-06,76,47,1,84.75,1
2017-06,76,48,1,30.05,1
2017-07,46,158,77,2147.2,39
2017-07,-47,-61,30,4534.966666666666,16
2017-07,46,160,19,1646.5166666666667,16
2017-07,47,159,18,522.25,13
2017-07,47,158,16,402.6166666666667,13
2017-07,47,160,15,841.35,14
2017-07,-4,-98,14,1477.3833333333334,14
2017-07,45,162,12,269.78333333333336,9
2017-07,-6,-168,10,180.28333333333333,1
2017-07,19,-19,10,1053.4499999999998,7
2017-07,46,161,10,252.98333333333335,8
2017-07,46,162,10,180.98333333333335,10
2017-07,46,159,9,206.03333333333333,9
2017-07,-46,-61,8,2551.133333333333,6
2017-07,18,-20,8,278.1666666666667,5
2017-07,47,161,8,807.1333333333333,8
2017-07,-4,-87,7,266.2,6
2017-07,41,-67,7,258.98333333333335,3
2017-07,52,-14,7,268.93333333333334,6
2017-07,42,161,6,185.81666666666666,5
2017-07,42,162,6,417.6666666666667,6
2017-07,45,160,6,535.2333333333333,5
2017-07,-48,-61,5,1312.3833333333334,5
2017-07,-34,85,5,259.6833333333334,3
2017-07,-32,45,5,214.36666666666667,1
2017-07,-30,15,5,87.16666666666666,3
2017-07,-4,-97,5,104.51666666666667,5
2017-07,-3,166,5,566.6333333333333,4
2017-07,-2,-98,5,158.58333333333334,4
2017-07,16,-19,5,84.65,3
2017-07,17,-19,5,298.51666666666665,5
2017-07,28,-133,5,508.3666666666667,2
2017-07,36,-24,5,179.01666666666665,4
2017-07,55,-167,5,463.3,4
2017-07,-15,169,4,70.36666666666667,1
2017-07,-14,173,4,79.28333333333333,1
2017-07,-11,177,4,366.45,4
2017-07,-6,167,4,420.68333333333334,2
2017-07,-4,-100,4,162.28333333333336,4
2017-07,-3,-95,4,2133.4999999999995,4
2017-07,-3,7,4,290.01666666666665,3
2017-07,-2,179,4,954.65,4
2017-07,19,-20,4,205.18333333333334,3
2017-07,35,-24,4,70.9,2
2017-07,41,-176,4,70.31666666666666,2
2017-07,55,-168,4,443.9666666666667,4
2017-07,58,-172,4,2627.3500000000004,3
2017-07,-45,-60,3,864.6333333333333,3
2017-07,-34,66,3,112.1,2
2017-07,-33,84,3,53.81666666666667,1
2017-07,-32,83,3,51.0,2
2017-07,-26,82,3,40.6,1
2017-07,-18,121,3,90.81666666666666,2
2017-07,-11,178,3,89.91666666666666,3
2017-07,-10,176,3,615.1166666666667,2
2017-07,-7,167,3,74.21666666666667,3
2017-07,-4,-180,3,184.86666666666667,2
2017-07,-3,-167,3,53.599999999999994,2
2017-07,-3,-98,3,39.4,3
2017-07,-3,173,3,149.55,1
2017-07,-2,155,3,67.73333333333333,1
2017-07,-2,171,3,621.0500000000001,3
2017-07,-1,178,3,277.73333333333335,2
2017-07,0,5,3,203.88333333333333,3
2017-07,3,168,3,132.83333333333334,2
2017-07,5,-141,3,50.916666666666664,1
2017-07,16,-18,3,712.55,3
2017-07,17,-20,3,608.0666666666667,3
2017-07,18,-21,3,40.483333333333334,3
2017-07,18,-19,3,243.35,3
2017-07,18,-18,3,90.58333333333333,2
2017-07,19,-158,3,434.6666666666667,3
2017-07,27,-148,3,699.65,3
2017-07,40,-177,3,59.28333333333333,3
2017-07,42,152,3,127.80000000000001,2
2017-07,43,160,3,3483.066666666666,3
2017-07,44,-127,3,1185.55,3
2017-07,44,160,3,84.73333333333333,3
2017-07,45,-126,3,153.13333333333333,2
2017-07,45,161,3,49.4,3
2017-07,46,-126,3,162.6,2
2017-07,54,-168,3,539.4666666666667,3
2017-07,55,-169,3,440.30000000000007,2
2017-07,-50,-61,2,28.616666666666667,2
2017-07,-49,-61,2,37.53333333333333,2
2017-07,-43,177,2,102.85,2
2017-07,-42,-58,2,31.316666666666666,2
2017-07,-40,-54,2,337.55,2
2017-07,-36,50,2,131.41666666666666,2
2017-07,-35,-43,2,31.15,2
2017-07,-35,64,2,128.05,1
2017-07,-34,64,2,72.03333333333333,2
2017-07,-33,41,2,293.48333333333335,2
2017-07,-33,83,2,292.25,2
2017-07,-33,85,2,42.4,2
2017-07,-32,37,2,43.333333333333336,2
2017-07,-32,39,2,44.6,2
2017-07,-32,40,2,31.316666666666663,2
2017-07,-32,47,2,132.0,2
2017-07,-31,37,2,42.35,2
2017-07,-31,43,2,47.35,2
2017-07,-30,-114,2,24.433333333333334,1
2017-07,-30,36,2,54.733333333333334,2
2017-07,-27,-173,2,673.1833333333333,2
2017-07,-27,-167,2,272.20000000000005,2
2017-07,-27,-165,2,50.2,2
2017-07,-27,-164,2,51.60000000000001,1
2017-07,-26,13,2,74.95,2
2017-07,-21,-81,2,48.58333333333333,2
2017-07,-19,171,2,94.01666666666668,2
2017-07,-17,175,2,41.983333333333334,2
2017-07,-16,61,2,52.016666666666666,2
2017-07,-16,170,2,42.21666666666667,2
2017-07,-16,172,2,260.79999999999995,2
2017-07,-14,170,2,31.53333333333334,2
2017-07,-13,162,2,40.53333333333333,2
2017-07,-11,173,2,214.35,2
2017-07,-8,-136,2,26.216666666666665,1
2017-07,-8,170,2,62.15,2
2017-07,-7,-166,2,53.18333333333334,2
2017-07,-7,-137,2,42.46666666666666,1
2017-07,-7,-115,2,112.55,1
2017-07,-7,-113,2,35.06666666666667,2
2017-07,-6,-167,2,37.03333333333333,2
2017-07,-6,-127,2,26.1,1
2017-07,-6,-126,2,34.28333333333333,2
2017-07,-6,163,2,141.25,2
2017-07,-6,165,2,38.13333333333333,2
2017-07,-6,166,2,136.66666666666669,1
2017-07,-5,-97,2,33.95,2
2017-07,-5,7,2,158.53333333333333,2
2017-07,-4,-179,2,258.9,2
2017-07,-4,7,2,39.416666666666664,2
2017-07,-4,8,2,59.666666666666664,2
2017-07,-4,168,2,40.233333333333334,2
2017-07,-3,-99,2,25.016666666666666,2
2017-07,-3,8,2,55.16666666666667,1
2017-07,-3,157,2,129.63333333333335,2
2017-07,-3,168,2,88.8,2
2017-07,-3,169,2,136.53333333333333,2
2017-07,-2,51,2,31.849999999999994,1
2017-07,-2,154,2,65.58333333333333,1
2017-07,-2,177,2,176.66666666666666,2
2017-07,-1,165,2,111.56666666666666,2
2017-07,0,82,2,75.5,2
2017-07,1,-4,2,331.0,2
2017-07,1,-1,2,75.65,2
2017-07,1,1,2,129.35,2
2017-07,2,-144,2,38.483333333333334,1
2017-07,2,-135,2,136.96666666666667,2
2017-07,2,168,2,34.416666666666664,2
2017-07,3,-141,2,25.933333333333334,2
2017-07,3,-137,2,33.483333333333334,2
2017-07,3,-135,2,27.26666666666667,1
2017-07,4,-143,2,84.41666666666666,2
2017-07,4,-127,2,36.83333333333333,1
2017-07,5,-112,2,41.266666666666666,1
2017-07,5,-99,2,46.16666666666667,2
2017-07,7,-87,2,26.05,1
2017-07,7,156,2,246.8,2
2017-07,8,-129,2,47.15,1
2017-07,9,-17,2,34.1,1
2017-07,10,-18,2,26.200000000000003,2
2017-07,16,-20,2,53.300000000000004,2
2017-07,17,-18,2,131.38333333333333,2
2017-07,23,-156,2,396.5333333333333,2
2017-07,33,-20,2,140.03333333333333,2
2017-07,35,168,2,38.5,1
2017-07,40,-179,2,1547.3666666666666,2
2017-07,40,153,2,28.799999999999997,2
2017-07,41,175,2,26.583333333333336,2
2017-07,42,-68,2,54.25,2
2017-07,42,159,2,124.95,1
2017-07,43,-127,2,54.233333333333334,2
2017-07,43,162,2,3311.7333333333336,2
2017-07,44,155,2,91.2,2
2017-07,44,163,2,107.63333333333331,2
2017-07,45,158,2,29.366666666666667,2
2017-07,46,-13,2,436.53333333333336,2
2017-07,51,-15,2,43.9,1
2017-07,51,-14,2,29.3,2
2017-07,55,149,2,53.03333333333333,1
2017-07,56,-167,2,128.6833333333333,2
2017-07,57,-168,2,122.08333333333333,2
2017-07,57,-151,2,234.3,2
2017-07,58,-174,2,364.3833333333333,2
2017-07,58,-173,2,3054.4833333333336,2
2017-07,58,-169,2,73.81666666666666,1
2017-07,59,-174,2,467.79999999999995,2
2017-07,59,-173,2,164.91666666666669,1
2017-07,63,-11,2,151.61666666666667,2
2017-07,72,41,2,68.4,2
2017-07,-52,-63,1,13.85,1
2017-07,-52,70,1,1626.4333333333334,1
2017-07,-51,-66,1,41.766666666666666,1
2017-07,-50,-55,1,23.766666666666666,1
2017-07,-48,-60,1,64.16666666666667,1
2017-07,-47,-64,1,18.483333333333334,1
2017-07,-47,-59,1,41.13333333333333,1
2017-07,-46,-60,1,94.81666666666666,1
2017-07,-44,175,1,304.3,1
2017-07,-44,177,1,103.81666666666666,1
2017-07,-43,-59,1,12.133333333333333,1
2017-07,-43,169,1,45.766666666666666,1
2017-07,-43,170,1,138.25,1
2017-07,-43,176,1,328.5,1
2017-07,-43,178,1,47.43333333333333,1
2017-07,-42,-54,1,43.05,1
2017-07,-42,169,1,46.11666666666667,1
2017-07,-42,170,1,98.71666666666668,1
2017-07,-41,-54,1,68.2,1
2017-07,-40,-60,1,18.466666666666665,1
2017-07,-40,11,1,17.2,1
2017-07,-39,-79,1,29.9,1
2017-07,-39,-53,1,21.466666666666665,1
2017-07,-38,-52,1,111.41666666666669,1
2017-07,-37,-55,1,64.51666666666667,1
2017-07,-37,29,1,14.7,1
2017-07,-37,30,1,273.05,1
2017-07,-36,-55,1,54.9,1
2017-07,-36,-53,1,15.0,1
2017-07,-36,-47,1,23.616666666666667,1
2017-07,-36,19,1,51.93333333333333,1
2017-07,-36,32,1,52.25,1
2017-07,-36,35,1,22.433333333333337,1
2017-07,-36,55,1,26.116666666666667,1
2017-07,-36,56,1,12.133333333333333,1
2017-07,-36,158,1,12.0,1
2017-07,-36,165,1,144.26666666666668,1
2017-07,-36,178,1,16.066666666666666,1
2017-07,-35,-42,1,24.833333333333332,1
2017-07,-35,33,1,13.85,1
2017-07,-35,34,1,34.63333333333333,1
2017-07,-35,50,1,97.31666666666666,1
2017-07,-35,66,1,18.866666666666667,1
2017-07,-35,67,1,27.716666666666665,1
2017-07,-35,78,1,453.01666666666665,1
2017-07,-34,-43,1,57.55,1
2017-07,-34,-42,1,13.933333333333334,1
2017-07,-34,15,1,14.316666666666666,1
2017-07,-34,35,1,38.6,1
2017-07,-34,50,1,12.233333333333333,1
2017-07,-34,65,1,44.016666666666666,1
2017-07,-34,67,1,14.516666666666667,1
2017-07,-34,68,1,38.266666666666666,1
2017-07,-34,69,1,73.6,1
2017-07,-34,76,1,28.683333333333337,1
2017-07,-34,77,1,44.18333333333333,1
2017-07,-34,81,1,18.066666666666663,1
2017-07,-34,86,1,24.05,1
2017-07,-33,16,1,200.93333333333337,1
2017-07,-33,34,1,100.76666666666668,1
2017-07,-33,42,1,22.6,1
2017-07,-33,52,1,14.966666666666669,1
2017-07,-33,65,1,13.966666666666669,1
2017-07,-33,66,1,438.9,1
2017-07,-33,81,1,36.96666666666667,1
2017-07,-33,86,1,48.65,1
2017-07,-33,103,1,133.0,1
2017-07,-32,-113,1,35.05,1
2017-07,-32,-110,1,15.3,1
2017-07,-32,15,1,166.45,1
2017-07,-32,38,1,18.816666666666663,1
2017-07,-32,41,1,10464.233333333334,1
2017-07,-32,43,1,16.616666666666667,1
2017-07,-32,81,1,13.75,1
2017-07,-32,82,1,14.4,1
2017-07,-32,85,1,18.566666666666663,1
2017-07,-32,99,1,44.46666666666667,1
2017-07,-32,163,1,15.066666666666666,1
2017-07,-31,-168,1,138.31666666666666,1
2017-07,-31,-155,1,89.26666666666667,1
2017-07,-31,-107,1,33.5,1
2017-07,-31,13,1,13.316666666666666,1
2017-07,-31,14,1,14.35,1
2017-07,-31,15,1,129.38333333333333,1
2017-07,-31,36,1,23.016666666666666,1
2017-07,-31,38,1,15.116666666666667,1
2017-07,-31,41,1,17.75,1
2017-07,-31,49,1,30.3,1
2017-07,-31,83,1,13.4,1
2017-07,-30,-43,1,34.55,1
2017-07,-30,38,1,25.333333333333332,1
2017-07,-30,39,1,154.71666666666667,1
2017-07,-30,61,1,44.55,1
2017-07,-30,83,1,13.55,1
2017-07,-29,-172,1,152.56666666666666,1
2017-07,-29,-171,1,13.383333333333333,1
2017-07,-29,-151,1,12.3,1
2017-07,-29,14,1,144.05,1
2017-07,-29,37,1,15.616666666666667,1
2017-07,-29,38,1,96.9,1
2017-07,-29,63,1,268.95,1
2017-07,-29,83,1,13.333333333333334,1
2017-07,-29,163,1,15.233333333333333,1
2017-07,-29,174,1,120.71666666666668,1
2017-07,-29,175,1,931.7666666666668,1
2017-07,-28,-171,1,17.75,1
2017-07,-28,-170,1,328.4,1
2017-07,-28,-166,1,16.783333333333335,1
2017-07,-28,-163,1,102.75,1
2017-07,-28,-162,1,18.833333333333332,1
2017-07,-28,14,1,979.9,1
2017-07,-28,38,1,32.61666666666667,1
2017-07,-28,39,1,55.28333333333333,1
2017-07,-28,40,1,23.116666666666667,1
2017-07,-28,50,1,12.166666666666666,1
2017-07,-28,174,1,103.91666666666669,1
2017-07,-27,-168,1,30.866666666666667,1
2017-07,-27,60,1,206.71666666666667,1
2017-07,-26,-167,1,13.516666666666667,1
2017-07,-26,-163,1,108.15,1
2017-07,-26,-161,1,21.45,1
2017-07,-26,34,1,19.316666666666663,1
2017-07,-26,80,1,14.566666666666666,1
2017-07,-26,160,1,17.283333333333335,1
2017-07,-26,175,1,52.06666666666667,1
2017-07,-26,176,1,12.116666666666667,1
2017-07,-24,10,1,54.65,1
2017-07,-24,176,1,93.86666666666666,1
2017-07,-23,-121,1,334.5833333333333,1
2017-07,-23,-40,1,21.266666666666666,1
2017-07,-23,55,1,1135.8833333333334,1
2017-07,-22,-81,1,48.95,1
2017-07,-21,-120,1,14.766666666666667,1
2017-07,-21,-75,1,69.06666666666666,1
2017-07,-20,-136,1,12.483333333333333,1
2017-07,-20,-122,1,21.316666666666663,1
2017-07,-19,-165,1,142.68333333333334,1
2017-07,-19,-131,1,15.733333333333333,1
2017-07,-19,-105,1,20.9,1
2017-07,-19,-88,1,142.95,1
2017-07,-19,151,1,1338.3666666666666,1
2017-07,-18,-129,1,32.88333333333333,1
2017-07,-18,-88,1,182.13333333333333,1
2017-07,-18,166,1,14.0,1
2017-07,-18,171,1,18.55,1
2017-07,-18,172,1,215.66666666666663,1
2017-07,-18,173,1,23.45,1
2017-07,-17,-172,1,15.466666666666669,1
2017-07,-17,-106,1,22.6,1
2017-07,-17,-88,1,18.466666666666665,1
2017-07,-17,61,1,22.133333333333333,1
2017-07,-17,120,1,209.96666666666667,1
2017-07,-17,169,1,256.31666666666666,1
2017-07,-16,-178,1,18.416666666666668,1
2017-07,-16,-172,1,14.85,1
2017-07,-16,-90,1,18.616666666666667,1
2017-07,-16,179,1,15.25,1
2017-07,-15,-135,1,21.433333333333337,1
2017-07,-15,157,1,15.25,1
2017-07,-15,161,1,70.13333333333334,1
2017-07,-15,170,1,27.0,1
2017-07,-15,172,1,13.45,1
2017-07,-14,-171,1,68.68333333333334,1
2017-07,-14,160,1,59.75,1
2017-07,-14,161,1,13.25,1
2017-07,-14,162,1,45.5,1
2017-07,-13,-172,1,22.766666666666666,1
2017-07,-13,-170,1,25.683333333333337,1
2017-07,-13,-132,1,129.4,1
2017-07,-13,-81,1,393.6333333333333,1
2017-07,-13,148,1,16.916666666666668,1
2017-07,-13,161,1,21.55,1
2017-07,-13,163,1,40.3,1
2017-07,-13,169,1,13.55,1
2017-07,-12,-179,1,24.583333333333332,1
2017-07,-12,-174,1,29.4,1
2017-07,-12,-134,1,21.933333333333337,1
2017-07,-12,-99,1,62.65,1
2017-07,-12,-90,1,38.96666666666667,1
2017-07,-12,-86,1,38.266666666666666,1
2017-07,-12,68,1,45.35,1
2017-07,-12,163,1,12.483333333333333,1
2017-07,-11,-180,1,12.7,1
2017-07,-11,-179,1,18.666666666666668,1
2017-07,-11,-178,1,78.3,1
2017-07,-11,-173,1,15.516666666666667,1
2017-07,-11,-84,1,2787.5,1
2017-07,-11,179,1,107.83333333333331,1
2017-07,-10,-178,1,13.1,1
2017-07,-10,-169,1,16.8,1
2017-07,-10,-146,1,32.7,1
2017-07,-10,-132,1,421.8,1
2017-07,-10,-83,1,104.98333333333332,1
2017-07,-10,64,1,57.38333333333333,1
2017-07,-10,66,1,34.333333333333336,1
2017-07,-10,173,1,18.533333333333335,1
2017-07,-10,174,1,17.0,1
2017-07,-10,177,1,17.583333333333332,1
2017-07,-9,-179,1,14.633333333333333,1
2017-07,-9,-135,1,46.916666666666664,1
2017-07,-9,-133,1,12.166666666666666,1
2017-07,-9,-106,1,261.55,1
2017-07,-9,66,1,12.466666666666669,1
2017-07,-9,171,1,25.383333333333333,1
2017-07,-8,-168,1,53.85,1
2017-07,-8,-165,1,344.73333333333335,1
2017-07,-8,-145,1,1100.35,1
2017-07,-8,-134,1,94.76666666666668,1
2017-07,-8,-133,1,21.916666666666668,1
2017-07,-8,-119,1,28.516666666666666,1
2017-07,-8,-112,1,15.316666666666666,1
2017-07,-8,-98,1,163.98333333333332,1
2017-07,-8,11,1,15.016666666666667,1
2017-07,-8,172,1,15.333333333333334,1
2017-07,-7,-177,1,91.28333333333332,1
2017-07,-7,-169,1,15.483333333333333,1
2017-07,-7,-168,1,33.3,1
2017-07,-7,-167,1,75.03333333333333,1
2017-07,-7,-135,1,21.933333333333337,1
2017-07,-7,-134,1,22.05,1
2017-07,-7,-133,1,22.183333333333337,1
2017-07,-7,-130,1,28.133333333333333,1
2017-07,-7,-122,1,14.8,1
2017-07,-7,-118,1,14.85,1
2017-07,-7,-111,1,203.53333333333333,1
2017-07,-7,-110,1,17.35,1
2017-07,-7,-106,1,874.0,1
2017-07,-7,7,1,22.1,1
2017-07,-7,8,1,944.1,1
2017-07,-7,57,1,38.8,1
2017-07,-7,159,1,23.05,1
2017-07,-7,162,1,25.783333333333335,1
2017-07,-7,164,1,12.95,1
2017-07,-7,165,1,17.016666666666666,1
2017-07,-7,170,1,556.5666666666667,1
2017-07,-7,171,1,17.983333333333334,1
2017-07,-7,179,1,22.616666666666667,1
2017-07,-6,-164,1,659.9166666666666,1
2017-07,-6,-135,1,23.6,1
2017-07,-6,-130,1,22.116666666666667,1
2017-07,-6,-120,1,292.1166666666667,1
2017-07,-6,-119,1,20.816666666666663,1
2017-07,-6,-110,1,19.316666666666663,1
2017-07,-6,-106,1,16.666666666666668,1
2017-07,-6,-96,1,27.316666666666663,1
2017-07,-6,6,1,370.26666666666665,1
2017-07,-6,7,1,30.35,1
2017-07,-6,46,1,260.06666666666666,1
2017-07,-6,160,1,22.366666666666667,1
2017-07,-6,162,1,117.76666666666668,1
2017-07,-6,164,1,14.116666666666667,1
2017-07,-6,173,1,51.516666666666666,1
2017-07,-6,179,1,12.433333333333334,1
2017-07,-5,-168,1,46.96666666666667,1
2017-07,-5,-166,1,995.2166666666668,1
2017-07,-5,-164,1,14.85,1
2017-07,-5,-134,1,37.93333333333333,1
2017-07,-5,-127,1,15.35,1
2017-07,-5,-126,1,12.8,1
2017-07,-5,-124,1,22.316666666666663,1
2017-07,-5,-122,1,63.8,1
2017-07,-5,-113,1,91.85,1
2017-07,-5,-87,1,72.75,1
2017-07,-5,6,1,24.416666666666668,1
2017-07,-5,8,1,63.766666666666666,1
2017-07,-5,61,1,997.8666666666668,1
2017-07,-5,68,1,88.6,1
2017-07,-5,163,1,14.866666666666667,1
2017-07,-5,167,1,2497.116666666667,1
2017-07,-4,-178,1,45.43333333333333,1
2017-07,-4,-170,1,44.1,1
2017-07,-4,-167,1,16.95,1
2017-07,-4,-164,1,18.233333333333334,1
2017-07,-4,-148,1,20.95,1
2017-07,-4,-102,1,20.866666666666667,1
2017-07,-4,-99,1,12.65,1
2017-07,-4,-95,1,31.5,1
2017-07,-4,-88,1,18.633333333333333,1
2017-07,-4,-86,1,90.3,1
2017-07,-4,-85,1,287.23333333333335,1
2017-07,-4,-16,1,12.083333333333334,1
2017-07,-4,-11,1,12.45,1
2017-07,-4,-3,1,758.65,1
2017-07,-4,0,1,37.35,1
2017-07,-4,4,1,206.71666666666667,1
2017-07,-4,66,1,12.316666666666666,1
2017-07,-4,75,1,147.38333333333333,1
2017-07,-4,158,1,28.5,1
2017-07,-4,161,1,255.83333333333337,1
2017-07,-4,163,1,20.283333333333335,1
2017-07,-4,176,1,16.95,1
2017-07,-4,177,1,1227.9666666666667,1
2017-07,-4,179,1,228.98333333333332,1
2017-07,-3,-177,1,210.76666666666668,1
2017-07,-3,-169,1,25.283333333333335,1
2017-07,-3,-168,1,14.833333333333334,1
2017-07,-3,-150,1,17.25,1
2017-07,-3,-126,1,45.93333333333333,1
2017-07,-3,-113,1,14.1,1
2017-07,-3,-112,1,198.01666666666668,1
2017-07,-3,-100,1,118.5,1
2017-07,-3,-94,1,28.083333333333332,1
2017-07,-3,-92,1,13.8,1
2017-07,-3,1,1,15.9,1
2017-07,-3,58,1,217.03333333333333,1
2017-07,-3,155,1,30.283333333333335,1
2017-07,-3,165,1,123.83333333333331,1
2017-07,-3,167,1,145.36666666666667,1
2017-07,-3,171,1,26.416666666666668,1
2017-07,-3,172,1,28.883333333333333,1
2017-07,-3,177,1,24.116666666666667,1
2017-07,-3,178,1,27.183333333333337,1
2017-07,-3,179,1,63.85,1
2017-07,-2,-12,1,13.516666666666667,1
2017-07,-2,52,1,526.1833333333333,1
2017-07,-2,54,1,274.25,1
2017-07,-2,151,1,53.18333333333333,1
2017-07,-2,156,1,15.783333333333331,1
2017-07,-2,157,1,139.3,1
2017-07,-2,158,1,113.36666666666666,1
2017-07,-2,161,1,272.35,1
2017-07,-2,163,1,25.883333333333333,1
2017-07,-2,170,1,17.333333333333332,1
2017-07,-2,172,1,16.616666666666667,1
2017-07,-2,173,1,276.9166666666667,1
2017-07,-1,-154,1,12.15,1
2017-07,-1,-138,1,16.416666666666668,1
2017-07,-1,-115,1,23.05,1
2017-07,-1,-1,1,40.93333333333333,1
2017-07,-1,53,1,253.16666666666663,1
2017-07,-1,56,1,1390.0333333333333,1
2017-07,-1,148,1,371.81666666666666,1
2017-07,-1,150,1,247.58333333333337,1
2017-07,-1,153,1,21.65,1
2017-07,-1,154,1,17.2,1
2017-07,-1,155,1,184.35,1
2017-07,-1,164,1,22.75,1
2017-07,-1,176,1,15.1,1
2017-07,-1,179,1,114.2,1
2017-07,0,-138,1,13.0,1
2017-07,0,-127,1,43.88333333333333,1
2017-07,0,-116,1,21.916666666666668,1
2017-07,0,-96,1,1278.7,1
2017-07,0,-88,1,19.866666666666667,1
2017-07,0,-14,1,69.58333333333333,1
2017-07,0,-8,1,99.0,1
2017-07,0,-5,1,101.06666666666666,1
2017-07,0,-2,1,26.566666666666663,1
2017-07,0,-1,1,24.483333333333334,1
2017-07,0,4,1,83.68333333333334,1
2017-07,0,55,1,19.833333333333332,1
2017-07,0,161,1,18.366666666666667,1
2017-07,0,170,1,196.36666666666667,1
2017-07,0,171,1,106.26666666666668,1
2017-07,0,176,1,173.56666666666666,1
2017-07,0,179,1,31.133333333333333,1
2017-07,1,-174,1,44.3,1
2017-07,1,-133,1,23.116666666666667,1
2017-07,1,-100,1,68.71666666666667,1
2017-07,1,-88,1,42.96666666666667,1
2017-07,1,-86,1,90.21666666666668,1
2017-07,1,-2,1,155.18333333333334,1
2017-07,1,2,1,13.133333333333333,1
2017-07,1,4,1,214.75,1
2017-07,1,54,1,60.95,1
2017-07,1,164,1,23.65,1
2017-07,1,170,1,297.3,1
2017-07,1,171,1,270.6333333333333,1
2017-07,1,172,1,480.56666666666666,1
2017-07,1,174,1,89.63333333333334,1
2017-07,1,175,1,300.53333333333336,1
2017-07,1,178,1,39.46666666666667,1
2017-07,2,-172,1,102.61666666666666,1
